,Educational Level,Immigration Status,Gender,Age,str,Name
2447,College level,"{'Origin': 'Italy-Barletta', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,38,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Italy-Barletta"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""38""
}",giuseppe-de-nittis
2448,College level,"{'Origin': 'Ukraine-Belgorod', 'Destination': 'Italy-Rome', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,59,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Ukraine-Belgorod"",
    ""Destination"": ""Italy-Rome"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""59""
}",henryk-siemiradzki
2449,Master level,"{'Origin': 'France-Château-du-Loir', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Male,73,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Château-du-Loir"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""73""
}",lionel-noel-royer
2450,College level,"{'Origin': 'France-Damvillers', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Male,36,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Damvillers"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""36""
}",jules-bastien-lepage
2451,Taught by other artists,"{'Origin': 'France-Nîmes', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,67,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""France-Nîmes"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""67""
}",gabriel-ferrier
2452,College level,"{'Origin': 'Netherlands-Dronryp', 'Destination': 'United Kingdom-London', 'Domestic Migration': 0, 'International Migration': 1}",Male,76,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Netherlands-Dronryp"",
    ""Destination"": ""United Kingdom-London"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""76""
}",sir-lawrence-alma-tadema
2453,No formal education,"{'Origin': 'Russia-Krasnoyarsk', 'Destination': 'Russia-Saint Petersburg', 'Domestic Migration': 1, 'International Migration': 0}",Male,68,"{
  ""Educational Level"": ""No formal education"",
  ""Immigration Status"": {
    ""Origin"": ""Russia-Krasnoyarsk"",
    ""Destination"": ""Russia-Saint Petersburg"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""68""
}",vasily-surikov
2454,Taught by other artists,"{'Origin': 'India-Kilimanoor', 'Destination': 'India-Mumbai', 'Domestic Migration': 1, 'International Migration': 0}",Male,58,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""India-Kilimanoor"",
    ""Destination"": ""India-Mumbai"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""58""
}",raja-ravi-varma
2455,College level,"{'Origin': 'France-Paris', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Male,85,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Paris"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""85""
}",paul-albert-besnard
2456,Master level,"{'Origin': 'USA-Mattapoisett', 'Destination': 'Belgium-Antwerp', 'Domestic Migration': 0, 'International Migration': 1}",Male,63,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Mattapoisett"",
    ""Destination"": ""Belgium-Antwerp"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""63""
}",francis-davis-millet
2457,,,,,{},giovanni-costa
2458,College level,"{'Origin': 'Italy-Salvarosa near Castelfranco Veneto', 'Destination': 'Italy-Venice and Rome', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,79,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Italy-Salvarosa near Castelfranco Veneto"",
    ""Destination"": ""Italy-Venice and Rome"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""79""
}",noe-bordignon
2459,Taught by other artists,"{'Origin': 'France-Toulouse', 'Destination': 'Italy-Istanbul', 'Domestic Migration': 1, 'International Migration': 1}",Unknown,66,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""France-Toulouse"",
    ""Destination"": ""Italy-Istanbul"",
    ""Domestic Migration"": 1,
    ""International Migration"": 1
  },
  ""Gender"": ""Unknown"",
  ""Age"": ""66""
}",edouard-debat-ponsan
2460,College level,"{'Origin': 'France-hometown', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Male,63,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-hometown"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""63""
}",albert-maignan
2461,College level,"{'Origin': 'USA-Boston', 'Destination': 'France-Paris, France-Auvers-sur-Oise', 'Domestic Migration': 0, 'International Migration': 1}",Male,63,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Boston"",
    ""Destination"": ""France-Paris, France-Auvers-sur-Oise"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""63""
}",charles-sprague-pearce
2462,College level,"{'Origin': 'UK-Liverpool', 'Destination': 'UK-South Kensington', 'Domestic Migration': 1, 'International Migration': 0}",Male,83,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""UK-Liverpool"",
    ""Destination"": ""UK-South Kensington"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""83""
}",luke-fildes
2463,College level,"{'Origin': 'Romania-Câmpulung', 'Destination': 'Romania-Bucharest', 'Domestic Migration': 1, 'International Migration': 0}",Male,82,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Romania-Câmpulung"",
    ""Destination"": ""Romania-Bucharest"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""82""
}",george-demetrescu-mirea
2464,College level,"{'Origin': 'Finland-Porvoo', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,51,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Finland-Porvoo"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""51""
}",albert-edelfelt
2465,College level,"{'Origin': 'Russian Empire-Saint Petersburg', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,86,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Russian Empire-Saint Petersburg"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""86""
}",jean-beraud
2466,Taught by other artists,"{'Origin': 'Canada-London', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,31,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Canada-London"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""31""
}",paul-peel
2467,College level,"{'Origin': 'Italy-Frascati', 'Destination': 'Italy-Rome', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,60,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Italy-Frascati"",
    ""Destination"": ""Italy-Rome"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""60""
}",hermann-david-salomon-corrodi
2468,College level,"{'Origin': 'France-Béziers', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,79,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Béziers"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""79""
}",joseph-noel-sylvestre
2469,College level,"{'Origin': 'Hungary-Munkács', 'Destination': 'Austria-Vienna', 'Domestic Migration': 0, 'International Migration': 1}",Male,56,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Hungary-Munkács"",
    ""Destination"": ""Austria-Vienna"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""56""
}",mihaly-munkacsy
2470,Taught by other artists,"{'Origin': 'Austria-Hungary-Trieste', 'Destination': 'Austria-Hungary', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,60,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Austria-Hungary-Trieste"",
    ""Destination"": ""Austria-Hungary"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""60""
}",francesco-beda
2471,College level,"{'Origin': 'Italy-Unknown', 'Destination': 'Sweden-Unknown', 'Domestic Migration': 0, 'International Migration': 1}",Male,80,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Italy-Unknown"",
    ""Destination"": ""Sweden-Unknown"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""80""
}",georg-pauli
2472,College level,"{'Origin': 'Brazil-Rio de Janeiro', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,84,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Brazil-Rio de Janeiro"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""84""
}",rodolfo-amoedo
2473,Taught by other artists,"{'Origin': 'UK-London', 'Destination': 'UK-London', 'Domestic Migration': 0, 'International Migration': 0}",Male,76,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""UK-London"",
    ""Destination"": ""UK-London"",
    ""Domestic Migration"": 0,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""76""
}",thomas-francis-dicksee
2474,College level,"{'Origin': 'Australia-Melbourne', 'Destination': 'Australia-Mount Macedon', 'Domestic Migration': 1, 'International Migration': 0}",Male,62,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Australia-Melbourne"",
    ""Destination"": ""Australia-Mount Macedon"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""62""
}",frederick-mccubbin
2475,College level,"{'Origin': 'France-Paris', 'Destination': 'Various Countries', 'Domestic Migration': 1, 'International Migration': 1}",Not specified,82,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Paris"",
    ""Destination"": ""Various Countries"",
    ""Domestic Migration"": 1,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""82""
}",paul-leroy
2476,PhD level,"{'Origin': 'Brazil-Paraíba', 'Destination': 'Europe-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,62,"{
  ""Educational Level"": ""PhD level"",
  ""Immigration Status"": {
    ""Origin"": ""Brazil-Paraíba"",
    ""Destination"": ""Europe-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""62""
}",pedro-americo
2477,College level,"{'Origin': 'Denmark-Copenhagen', 'Destination': 'United States-New York City', 'Domestic Migration': 0, 'International Migration': 1}",Male,83,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Denmark-Copenhagen"",
    ""Destination"": ""United States-New York City"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""83""
}",emil-carlsen
2478,College level,"{'Origin': 'Sweden-Yvraden', 'Destination': 'Sweden-Stockholm', 'Domestic Migration': 1, 'International Migration': 0}",Male,60,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Sweden-Yvraden"",
    ""Destination"": ""Sweden-Stockholm"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""60""
}",anders-zorn
2479,College level,"{'Origin': 'France-Pusey, Haute-Saône', 'Destination': 'France-Neuilly-sur-Seine', 'Domestic Migration': 1, 'International Migration': 0}",Male,71,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Pusey, Haute-Saône"",
    ""Destination"": ""France-Neuilly-sur-Seine"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""71""
}",gustave-claude-etienne-courtois
2480,Taught by other artists,"{'Origin': 'France-Paris', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,76,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""France-Paris"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""76""
}",henri-paul-motte
2481,College level,"{'Origin': 'UK-London', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,66,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""UK-London"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""66""
}",solomon-joseph-solomon
2482,College level,"{'Origin': 'France-Paris', 'Destination': 'Saudi Arabia-Mecca', 'Domestic Migration': 1, 'International Migration': 1}",Not specified,68,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Paris"",
    ""Destination"": ""Saudi Arabia-Mecca"",
    ""Domestic Migration"": 1,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""68""
}",nasreddine-dinet
2483,Taught by other artists,"{'Origin': 'Spain-Barcelona', 'Destination': 'Multiple Countries', 'Domestic Migration': 0, 'International Migration': 1}",Male,59,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Spain-Barcelona"",
    ""Destination"": ""Multiple Countries"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""59""
}",francesc-masriera
2484,Taught by other artists,"{'Origin': 'France-Nantes', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,76,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""France-Nantes"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""76""
}",alexandre-jacques-chantron
2485,College level,"{'Origin': 'Germany-Neu Kosenow', 'Destination': 'Germany-Berlin', 'Domestic Migration': 1, 'International Migration': 0}",Male,78,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Germany-Neu Kosenow"",
    ""Destination"": ""Germany-Berlin"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""78""
}",ludwig-manzel
2486,Taught by other artists,"{'Origin': 'USA-Philadelphia', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,64,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Philadelphia"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""64""
}",julius-leblanc-stewart
2487,College level,"{'Origin': 'Ukraine-Feodosia', 'Destination': 'Russia-Moscow', 'Domestic Migration': 0, 'International Migration': 1}",Male,71,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Ukraine-Feodosia"",
    ""Destination"": ""Russia-Moscow"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""71""
}",konstantin-bogaevsky
2488,College level,"{'Origin': 'Free City of Kraków', 'Destination': 'Kraków', 'Domestic Migration': 1, 'International Migration': 0}",Male,55,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Free City of Kraków"",
    ""Destination"": ""Kraków"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""55""
}",jan-matejko
2489,College level,"{'Origin': 'England-London', 'Destination': 'England-London', 'Domestic Migration': 0, 'International Migration': 0}",Male,56,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""England-London"",
    ""Destination"": ""England-London"",
    ""Domestic Migration"": 0,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""56""
}",herbert-james-draper
2490,College level,"{'Origin': 'Germany-Tapiau', 'Destination': 'Germany-Berlin', 'Domestic Migration': 1, 'International Migration': 0}",Male,66,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Germany-Tapiau"",
    ""Destination"": ""Germany-Berlin"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""66""
}",lovis-corinth
2491,College level,"{'Origin': 'France-Saint-Gaudens', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Male,78,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Saint-Gaudens"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""78""
}",jean-andre-rixens
2492,Taught by other artists,"{'Origin': 'Venezuela', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,35,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Venezuela"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""35""
}",arturo-michelena
2493,College level,"{'Origin': 'Belgium-Stekene', 'Destination': 'Belgium-Sleidinge', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,60,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Belgium-Stekene"",
    ""Destination"": ""Belgium-Sleidinge"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""60""
}",leo-steel
2494,College level,"{'Origin': 'Italy-Arzignano', 'Destination': 'Italy-Milan', 'Domestic Migration': 1, 'International Migration': 0}",Male,73,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Italy-Arzignano"",
    ""Destination"": ""Italy-Milan"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""73""
}",achille-beltrame
2495,College level,"{'Origin': 'Denmark-Vejle', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Transgender woman,48,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Denmark-Vejle"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Transgender woman"",
  ""Age"": ""48""
}",lili-elbe
2496,Taught by other artists,"{'Origin': ""Netherlands-'s-Hertogenbosch"", 'Destination': 'Netherlands-Amsterdam', 'Domestic Migration': 1, 'International Migration': 0}",Male,75,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Netherlands-'s-Hertogenbosch"",
    ""Destination"": ""Netherlands-Amsterdam"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""75""
}",jan-sluyters
2497,College level,"{'Origin': 'France-Angers', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Male,81,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Angers"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""81""
}",ludovic-alleaume
2498,College level,"{'Origin': 'France-Rennes', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,54,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Rennes"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""54""
}",guillaume-seignac
2499,College level,"{'Origin': 'Germany-Hamburg', 'Destination': 'Germany-Karlsruhe', 'Domestic Migration': 1, 'International Migration': 0}",Male,58,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Germany-Hamburg"",
    ""Destination"": ""Germany-Karlsruhe"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""58""
}",christian-wilhelm-allers
2500,No formal education,"{'Origin': 'France-Argenton-en-Landunvez', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Female,75,"{
  ""Educational Level"": ""No formal education"",
  ""Immigration Status"": {
    ""Origin"": ""France-Argenton-en-Landunvez"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Female"",
  ""Age"": ""75""
}",marie-bracquemond
2501,Master level,"{'Origin': 'Italy-Rome', 'Destination': 'Spain-Madrid', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,60,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""Italy-Rome"",
    ""Destination"": ""Spain-Madrid"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""60""
}",giulio-rosati
2502,College level,"{'Origin': 'North Macedonia-Kruševo', 'Destination': 'Romania-Bucharest, France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,69,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""North Macedonia-Kruševo"",
    ""Destination"": ""Romania-Bucharest, France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""69""
}",nikola-martinoski
2503,College level,"{'Origin': 'Poland-Nieborów', 'Destination': 'Russia-Kyiv', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,72,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Poland-Nieborów"",
    ""Destination"": ""Russia-Kyiv"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""72""
}",wilhelm-kotarbinski
2504,College level,"{'Origin': 'United States-Knoxville', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,77,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""United States-Knoxville"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""77""
}",beauford-delaney
2505,Master level,"{'Origin': 'Hungary-Temesvár', 'Destination': 'Austria-Vienna', 'Domestic Migration': 1, 'International Migration': 1}",Male,73,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""Hungary-Temesvár"",
    ""Destination"": ""Austria-Vienna"",
    ""Domestic Migration"": 1,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""73""
}",adolf-hiremy-hirschl
2506,College level,"{'Origin': 'France-Châtellaillon', 'Destination': 'France-Fouras', 'Domestic Migration': 1, 'International Migration': 0}",Male,66,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Châtellaillon"",
    ""Destination"": ""France-Fouras"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""66""
}",charles-amable-lenoir
2507,Taught by other artists,"{'Origin': 'Spain-Málaga', 'Destination': 'France', 'Domestic Migration': 0, 'International Migration': 1}",Male,91,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Spain-Málaga"",
    ""Destination"": ""France"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""91""
}",pablo-picasso
2508,Taught by other artists,"{'Origin': 'France-Paris', 'Destination': 'France-Neuilly-sur-Seine', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,87,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""France-Paris"",
    ""Destination"": ""France-Neuilly-sur-Seine"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""87""
}",albert-aublet
2509,College level,"{'Origin': 'Iran-Isfahan', 'Destination': 'Iran-Tehran', 'Domestic Migration': 1, 'International Migration': 0}",Male,46,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Iran-Isfahan"",
    ""Destination"": ""Iran-Tehran"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""46""
}",mohammad-hadi-tajvidi
2510,College level,"{'Origin': 'USA-Saint Paul, Minnesota', 'Destination': 'USA-Valhalla, New York', 'Domestic Migration': 1, 'International Migration': 0}",Male,76,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Saint Paul, Minnesota"",
    ""Destination"": ""USA-Valhalla, New York"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""76""
}",richard-pousette-dart
